zAxis data_
1689.1201171875 2983.94873046875
1690.1015625 2934.44702148438
1691.0830078125 3059.12841796875
1692.064453125 3030.74169921875
1693.0458984375 3118.5283203125
1694.0263671875 2968.64916992188
1695.0068359375 3037.96801757813
1695.9873046875 2972.56005859375
1696.9677734375 2957.33813476563
1697.9482421875 3042.55908203125
1698.927734375 3032.63354492188
1699.9072265625 2980.39086914063
1700.88671875 2854.06298828125
1701.865234375 2910.23217773438
1702.8447265625 2942.60888671875
1703.8232421875 3019.9951171875
1704.8017578125 2922.68823242188
1705.7802734375 3008.046875
1706.7587890625 2982.205078125
1707.736328125 2959.00122070313
1708.7138671875 2885.44458007813
1709.69140625 2960.26708984375
1710.6689453125 2937.04345703125
1711.6455078125 2919.1123046875
1712.623046875 2872.00268554688
1713.599609375 2938.9287109375
1714.576171875 2844.04833984375
1715.5517578125 2818.12084960938
1716.5283203125 2826.6865234375
1717.50390625 2837.91040039063
1718.4794921875 2870.38134765625
1719.455078125 2865.68408203125
1720.4296875 2842.3896484375
1721.4052734375 2845.65502929688
1722.3798828125 2795.7705078125
1723.3544921875 2884.087890625
1724.3291015625 2743.79370117188
1725.302734375 2826.81909179688
1726.27734375 2840.72387695313
1727.2509765625 2907.84301757813
1728.224609375 2847.26293945313
1729.197265625 2786.6572265625
1730.1708984375 2827.18627929688
1731.1435546875 2758.56176757813
1732.1162109375 2815.08178710938
1733.0888671875 2874.28979492188
1734.0615234375 2866.91284179688
1735.033203125 2830.21752929688
1736.0048828125 2801.50341796875
1736.9765625 2754.11376953125
1737.9482421875 2797.37182617188
1738.9189453125 2765.96435546875
1739.890625 2761.22216796875
1740.861328125 2735.13037109375
1741.83203125 2746.39331054688
1742.8017578125 2765.66967773438
1743.7724609375 2742.23193359375
1744.7421875 2702.76000976563
1745.7119140625 2842.2470703125
1746.681640625 2760.02978515625
1747.6513671875 2688.466796875
1748.6201171875 2707.75512695313
1749.5888671875 2799.23852539063
1750.5576171875 2708.91870117188
1751.5263671875 2696.126953125
1752.4951171875 2621.7978515625
1753.462890625 2710.66528320313
1754.4306640625 2735.33618164063
1755.3984375 2572.62548828125
1756.3662109375 2616.02026367188
1757.3330078125 2680.85913085938
1758.30078125 2660.00561523438
1759.267578125 2620.38793945313
1760.2333984375 2720.1083984375
1761.2001953125 2819.87158203125
1762.1669921875 2758.81396484375
1763.1328125 2708.45678710938
1764.0986328125 2690.26416015625
1765.064453125 2733.76831054688
1766.029296875 2592.13818359375
1766.9951171875 2621.6552734375
